279,Daleville,Daleville Jr-Sr High School,8400 S Bronco Dr,Daleville,47334,47334-9699
278,Loogootee,Loogootee Jr-Sr High School  ,201 Brooks Ave.,Loogootee,47553,47553
277,Charter School,Charter School of the Dunes,7300 East Melton Rd,Gary,46403,46403-0000
277,Wood Memorial,Wood Memorial High   ,943 South Franklin St.,Oakland City,47660,47660
275,Kouts Middle/High,Kouts Middle/High School,"302 E College Ave, Box 699",Kouts,46347,46347-0699
275,Pioneer,Pioneer Jr-Sr High School,PO Box 547,Royal Center,46978,46978-0000
275,Wes-Del Middle/Senior,Wes-Del Middle/Senior High School,10000 N CR 600 W,Gaston,47342,47342-9801
274,Clinton Central,Clinton Central Junior-Senior HS,PO Box 178,Michigantown,46057,46057-0178
273,Tindley Accelerated,Tindley Accelerated Sch   ,3960 Meadows Dr.,Indianapolis,46205,46205
273,Marquette Catholic,Marquette Catholic High School,306 W 10th St,Michigan City,46360,46360-4098
271,Tri Central,Tri Central Elementary,2115 W 500 N,Sharpsville,46068,46068-9322
269,Edinburgh Community,Edinburgh Community High School,300 S Keeley St,Edinburgh,46124,46124-1384
268,Hauser,Hauser Jr-Sr High School,9273 N SR 9,Hope,47246,47246-0024
268,Northeast Dubois,Northeast Dubois High School,4711 N Dubois Rd NE POB 249,Dubois,47527,47527-0249
268,White River,White River Valley High School,Hwy 54 PO Box 1470,Switz City,47465,47465-0147
266,21st Century,21st Century Charter Sch of Gary,556 Washington St,Gary,46402,46402-0000
266,Springs Valley,Springs Valley Comm High School,326 S Larry Bird Blvd,French Lick,47432,47432-1096
266,Washington Twp,Washington Twp Middle/High School,381 E SR 2,Valparaiso,46383,46383-9702
266,Southern Wells,Southern Wells Jr-Sr High School ,9120 S 300 W,Poneto,46781,46781-9713
265,North White,North White Elementary School,304 E Broadway St,Monon,47959,47959-0000
263,Career Academy,Career Academy High School,3801 Crescent Circle,South Bend,46628,46628
263,Jac-Cen-Del,Jac-Cen-Del Jr-Sr High School  ,4586 N. U.S. 421,Osgood,47037,47037
261,Triton,Triton Jr-Sr High School,300 Triton Dr,Bourbon,46504,46504-1812
258,Indianapolis Metropolitan,Indianapolis Metropolitan High School  ,1635 W. Michigan St.,Indianapolis,46222,46222
257,West Washington,West Washington Jr-Sr High School,8028 W Batt Rd,Campbellsburg,47108,47108-8559
255,Providence Cristo,Providence Cristo Rey High School,75 N Belleview Pl,Indianapolis,46222,46222-4145
253,Lanesville,Lanesville Jr-Sr HS,2725 Crestview,Lanesville,47136,47136-8601
251,Indianapolis Lutheran,Indianapolis Lutheran High School  ,5555 S. Arlington Ave.,Indianapolis,46237,46237-2366
249,Clay City,Clay City Elementary School,681 N Lankford St,Clay City,47841,47841-1299
249,Culver Community,Culver Community Middle/High Sch,701 School,Culver,46511,46511-1099
247,Anderson Preparatory,Anderson Preparatory Academy,101 West 29th Street,Anderson,46016,46016-0000
245,North Vermillion,North Vermillion High School,5555 N Falcon Dr,Cayuga,47928,47928-9753
244,Morgan Township,Morgan Township Middle/High School,299 S SR 49,Valparaiso,46383,46383-7898
241,Christian Academy,Christian Academy of Indiana,1000 Academy Dr,New Albany,47150,47150-0000
241,Blackhawk Christian,Blackhawk Christian Mdl/High Sch,7400 E State Blvd,Fort Wayne,46815,46815-6502
240,Shakamak,Shakamak Jr-Sr High School,9233 Shakamak Sch Rd,Jasonville,47438,47438-9511
238,Cowan,Cowan High School,9401 S Nottingham,Muncie,47302,47302-9413
234,Tri-County Middle-Senior,Tri-County Middle-Senior High   ,11298 W. 100 S.,Wolcott,47995,47995
233,Rising Sun,Rising Sun High School,120 S Henrietta St,Rising Sun,47040,47040-1097
232,Christel House,Christel House Academy South,2717 S East St,Indianapolis,46225,46225-0000
230,Borden,Borden High School   ,"P.O. Box 260, 301 West St.",Borden,47106,47106
228,Caston Elementary,Caston Elementary School,Box 128,Fulton,46931,46931-0128
228,Bloomfield,Bloomfield Jr-Sr High School,PO Box 266 501 W Spring St,Bloomfield,47424,47424-0266
227,Southwestern (Shelby),Southwestern (Shelby) High School  ,3406 W. 600 S.,Shelbyville,46176,46176
226,Orleans,Orleans Jr-Sr High School,200 W Wilson,Orleans,47452,47452-9705
225,New Washington,New Washington Elementary School,PO Box 130 - 224 Poplar,New Washington,47162,47162-0130
224,Rockville,Rockville Jr-Sr High School,506 Beadle St,Rockville,47872,47872-1699
223,Attica,Attica High School,211 E Sycamore St,Attica,47918,47918-1896
220,South Newton,South Newton Senior High School,13102 S 50 E,Kentland,47951,47951-9801
212,South Central,South Central Elementary,6595 E Hwy 11 SE,Elizabeth,47117,47117-9426
210,Oldenburg Academy,Oldenburg Academy    ,"PO Box 200, 1 Twister Circle",Oldenburg,47036,47036-0200
203,Barr Reeve,Barr Reeve Middle/High School,Box 129,Montgomery,47558,47558-0129
203,Faith Christian,Faith Christian School,5526 SR 26 E,Lafayette,47905,47905-0000
202,Frontier,Frontier Jr-Sr High School,1 Falcon Dr,Chalmers,47929,47929-0000
198,Argos Comm,Argos Comm Jr-Sr High School,500 Yearick Ave,Argos,46501,46501-1053
194,Morristown,Morristown Jr-Sr High School,PO Box 960,Morristown,46161,46161-0960
186,Blue River,Blue River Valley Jr-Sr High Sch,Box 249,Mount Summit,47361,47361-0158
186,Lakewood Park,Lakewood Park Christian School,5555 CR 29 S,Auburn,46706,46706-0507
185,Indiana Math,Indiana Math & Science Academy ,7435 N. Keystone Ave,Indianapolis,46240,46240
185,Elkhart Christian,Elkhart Christian Academy,25943 CR 22 E,Elkhart,46517,46517-2127
182,Oregon-Davis,Oregon-Davis Jr-Sr High School,5990 N 750 E,Hamlet,46532,46532-9512
180,Greenwood Christian,Greenwood Christian Academy,835 W Worthsville Rd,Greenwood,46143,46143-0000
177,Shoals Community,Shoals Community High School,7900 US Hwy 50,Shoals,47581,47581-9663
172,Randolph Southern,Randolph Southern Elementary Sch,3 Rebel Dr,Lynn,47355,47355-0314
165,International School,International School of Indiana High School ,4330 N. Michigan Rd.,Indianapolis,46208,46208
163,Waldron,Waldron Jr-Sr High School,PO Box 369,Waldron,46182,46182-0128
159,Turkey Run,Turkey Run Elementary School,1551 E SR 47,Marshall,47859,47859-9762
150,Liberty Christian,Liberty Christian School,2323 Columbus Ave,Anderson,46016,46016-1696
148,Bethany Christian,Bethany Christian School,2904 S Main St,Goshen,46526,46526-5421
142,Trinity Lutheran,Trinity Lutheran School,30888 CR 6,Elkhart,46514,46514-0000
137,Rock Creek,Rock Creek Community Academy,11525 Highway 31,Sellersburg,47172,47172-0000
121,Hamilton Community,Hamilton Community High School,903 S Wayne St,Hamilton,46742,46742-9801
120,Crothersville,Crothersville Jr-Sr High School,109 N Preston St,Crothersville,47229,47229-1299
118,LaCrosse Elem,LaCrosse Elem & High School ,4330 N. Michigan Rd.,Indianapolis,46208,46208
116,Eminence,Eminence Jr-Sr High School,PO Box 105 6760 N SR 42,Eminence,46125,46125-0105
115,Indiana School,Indiana School For The Deaf,1200 E 42nd St,Indianapolis,46205,46205-2099
109,Shawe Memorial,Shawe Memorial High School,201 W State St,Madison,47250,47250-2898
107,Union (Modoc),Union (Modoc) Junior & High School,8707 W. U.S. Hwy. 36,Modoc,47358,47358
106,Bethesda Christian,Bethesda Christian School,7950 N CR 650 E,Brownsburg,46112,46112-9026
99,Covenant Christian,Covenant Christian High School,PO Box 430,DeMotte,46310,46310-9285
99,Lakeland Christian,Lakeland Christian Academy,1093 S 250 E,Winona Lake,46590,46590-5703
98,Vincennes Rivet,Vincennes Rivet Middle & High School,210 Barnett St.,Vincennes,47591,47591
92,Seton Catholic,Seton Catholic Elementary,801 W Main St,Richmond,47374,47374-4075
81,Evansville Day,Evansville Day School   ,3400 N. Green River Rd.,Evansville,47715,47715
73,Medora Jr,Medora Jr & Sr High School,Box 248,Medora,47260,47260-0248
73,Cannelton Elem,Cannelton Elem & High School ,109 3rd St.,Cannelton,47520,47520
71,Washington Catholic,Washington Catholic Mid/High Sch,201 NE Second St,Washington,47501,47501-2799
58,Central Christian,Central Christian School,5801 Schwartz Rd,Fort Wayne,46835,46835-0000
57,Indiana School,Indiana School For The Deaf,1200 E 42nd St,Indianapolis,46205,46205-2099
33,Smith Academy,Smith Academy for Excellence,725 W Washington Blvd,Fort Wayne,46802,46802-0000
