Rockville|Rockville Junior-Senior High School|180011801579|Rockville Jr-Sr High School|39.76828|-87.232531
Roncalli|Roncalli High School|421903|RONCALLI HIGH SCHOOL|39.6905|-86.107311
Rossville|Rossville Senior High School|180972001590|Rossville Middle/Senior High Sch|40.414506|-86.598053
Rushville Consolidated|Rushville Consolidated High School|180975001596|Rushville Consolidated High Scho|39.621119|-85.448714
Salem|Salem High School|180981001600|Salem High School|38.611771|-86.106681
Scottsburg|Scottsburg Senior High School|181002001612|Scottsburg Senior High School|38.680638|-85.781081
Seeger|Seeger Memorial Junior-Senior High School|180608001073|Seeger Memorial Jr-Sr HS|40.298485|-87.388259
Seton Catholic|Seton Catholic High|421277|SETON CATHOLIC HIGH SCHOOL|39.825|-84.895381
Seymour|Seymour Senior High School|181008001618|Seymour Senior High School|38.956301|-85.906134
Shakamak|Shakamak Junior-Senior High School|181011001623|Shakamak Jr-Sr High School|39.159624|-87.212896
Shawe Memorial|SHAWE MEMORIAL JR-SR HIGH SCHOOL|421481|SHAWE MEMORIAL JR-SR HIGH SCHOOL|38.75826|-85.388891
Shelbyville|Shelbyville Senior High School|181014001631|Shelbyville Sr High School|39.505734|-85.788175
Shenandoah|Shenandoah High School|180828001420|Shenandoah High School|40.005708|-85.525695
Sheridan|Sheridan High School|180648001127|Sheridan High School|40.140385|-86.214454
Shoals|Shoals Community High School|181017001635|Shoals Comm Jr-Sr High School|38.667462|-86.777711
Signature|Signature School Inc|180002100319|Signature School Inc|37.973174|-87.569014
Silver Creek|Silver Creek High School|180937001536|Silver Creek High School|38.407806|-85.755288
Smith Academy for Excellence|Smith Academy for Excellence|180013102539|Smith Academy for Excellence|41.07559|-85.148891
South Adams|South Adams Middle School|181026001641|South Adams Middle School|40.646877|-84.96039
South Bend Adams|Adams Middle School|181026001641|South Adams Middle School|41.666610|-86.224185
South Bend St. Joseph|ST JOSEPH HIGH SCHOOL|422973|ST JOSEPH HIGH SCHOOL|41.681327|-86.239778
South Bend Washington|Washington High School|181029001684|Washington High School|41.675494|-86.314923
South Central (Elizabeth)|South Central (Elizabeth) Jr & Senior High School|181036002285|South Central Jr & Sr High Schoo|38.081694|-86.0005
South Central (Union Mills)|South Central (Union Mills) Junior-Senior High School|180219000263|South Central Jr-Sr High School|41.465592|-86.81627
South Dearborn|South Dearborn Middle School|180024000958|South Dearborn Middle School|39.062873|-84.930854
South Decatur|South Decatur Junior-Senior High School|180261000311|South Decatur Jr-Sr High School|39.207345|-85.576873
South Knox|South Knox High School|181041001706|South Knox Middle-High School|38.63525|-87.421501
South Newton|South Newton Senior High School|181047001722|South Newton Senior High Sch|40.806714|-87.384585
South Putnam|South Putnam Middle School|181050002542|South Putnam Middle School|39.582946|-86.81611
South Ripley|South Ripley Junior High School|181053002482|South Ripley Junior High School|39.05141|-85.249401
Fort Wayne South Side|South Side High School|180363000562|South Side High School|41.05255|-85.13705
South Spencer|South Spencer High School|181056001733|South Spencer High School|37.903494|-87.106483
South Vermillion|South Vermillion High School|181059001739|South Vermillion High School|39.689049|-87.413801
Southern Wells|Southern Wells Junior-Senior High School|181077001765|Southern Wells Jr-Sr High Sch|40.609306|-85.279885
Southmont|Southmont Senior High School|181045001716|Southmont Sr High School|39.947902|-86.905584
Southport|Southport High School|180882001467|Southport High School|39.670865|-86.141891
Southridge|Southridge High School|181087001779|Southridge High School|38.275275|-86.96387
Southwestern (Hanover)|Southwestern (Hanover) Middle/Senior High School|181080001767|Southwestern High School|38.710203|-85.472864
Southwestern (Shelbyville)|Southwestern (Shelbyville) High School|181083001769|Southwestern High School|39.439179|-85.84516
Southwood|Southwood Junior-Senior High School|181218001948|Southwood Jr-Sr High School|40.740346|-85.780809
Speedway|Speedway Senior High School|181092001785|Speedway Senior High School|39.800762|-86.252838
Springs Valley|Springs Valley Community High School|181098001795|Springs Valley Comm High Sch|38.551109|-86.616854
Sullivan|Sullivan High School|181086001773|Sullivan High School|39.105402|-87.411285
Switzerland County|Switzerland Co Middle School|181122000806|Switzerland Co Middle School|38.741915|-85.078065
Taylor|Taylor High School|181125001814|Taylor High School|40.434932|-86.054672
Tecumseh|Tecumseh Junior-Senior High School|181239001986|Tecumseh Jr-Sr High School|38.194663|-87.341351
Tell City|Tell City Junior-Senior High School|181126001819|Tell City Jr-Sr High School|37.954527|-86.763643
Terre Haute North Vigo|Terre Haute North Vigo High School|181209001917|Terre Haute North Vigo High Scho|39.493496|-87.362427
Terre Haute South|Terre Haute South Vigo High School|181209001918|Terre Haute South Vigo High Scho|39.424991|-87.408565
Tindley|Tindley Accelerated School|180004502137|Charles A Tindley Accelerated Sc|39.829805|-86.114481
Tippecanoe Valley|Tippecanoe Valley High School|181137001839|Tippecanoe Valley High School|41.109615|-86.039198
Tipton|Tipton High School|181140001843|Tipton High School|40.274082|-86.040032
Traders Point|Traders Point Christian Academy|A9102775|TRADERS POINT CHRISTIAN ACADEMY|39.94101|-86.359471
Tri Central|Tri Central Middle/High School|180804001379|Tri Central Middle-High School|40.375298|-86.053492
Tri|Tri Junior-Senior High School|181038001702|Tri Junior-Senior High School|39.83272|-85.350879
Tri-County|Tri-County Middle-Senior High|181143001846|Tri-County Middle-Senior High|40.734863|-87.084797
Trinity Lutheran|Trinity Lutheran School|424325|TRINITY LUTHERAN SCHOOL|38.985783|-85.877203
Triton Central|Triton Central High School|180831001423|Triton Central High School|39.611299|-85.873511
Triton|Triton Junior-Senior High School|181149001856|Triton Jr-Sr High School|41.301353|-86.108477
Tri-West Hendricks|Tri-West Senior High School|180810001387|Tri-West Senior High School|39.876672|-86.541983
Turkey Run|Turkey Run High School|180011801858|Turkey Run Jr/Sr High School|39.8769|-87.211821
Twin Lakes|Twin Lakes Senior High School|181158001863|Twin Lakes Senior High School|40.741791|-86.770127
Union (Modoc)|Union (Modoc) Junior & High School|181173001875|Union Junior & High School|40.047155|-85.141709
Union City|Union City Community Jr/Sr High|180318000415|Union City Community Jr/Sr HS|40.205072|-84.815301
Union County|Union County High School|181161001869|Union County High School|39.634909|-84.920746
University|University High School of Indiana|A0301569|UNIVERSITY HIGH SCHOOL OF INDIANA|39.95431|-86.211681
Valparaiso|Valparaiso High School|181197001891|Valparaiso High School|41.493022|-87.067482
Vincennes Lincoln|Lincoln High School|181212001931|Lincoln High School|38.672155|-87.517138
Vincennes Rivet|RIVET JR SR HIGH SCHOOL|1605537|RIVET JR SR HIGH SCHOOL|38.6781368|-87.5340969
Wabash|Wabash High School|181215001940|Wabash High School|40.808717|-85.826336
Waldron|Waldron Junior-Senior High School|180321000420|Waldron Jr-Sr High School|39.452974|-85.66133
Wapahani|Wapahani High School|180588001047|Wapahani High School|40.16763|-85.263852
Warren Central|Warren Central High School|181236001973|Warren Central High School|39.790985|-85.999856
Warsaw Community|Warsaw Community High School|181242001999|Warsaw Community High School|41.223747|-85.866128
Washington Catholic|Washington Catholic Mid/High Sch|wikiPageID:11101352|Washington Catholic Mid/High Sch|38.65888889|-87.17361111
Washington|Washington High School|181245002006|Washington High School|38.661701|-87.167876
Washington Township|Washington Township Middle/High School|180900002009|Washington Twp Middle/High Schoo|41.484726|-86.994001
Wawasee|Wawasee High School|180555001007|Wawasee High School|41.417764|-85.756506
Fort Wayne Wayne|Wayne High School|180363000568|Wayne High School|41.000256|-85.140058
Wes-Del|Wes-Del Middle/Senior High School|180450000761|Wes-Del Middle/Senior High Sch|40.280676|-85.499533
West Central|West Central Senior High School|180936001529|West Central Senior High School|41.028072|-86.890297
West Lafayette|West Lafayette Jr/Senior High School|181287002048|West Lafayette Jr/Sr High School|40.436051|-86.91166
West Noble|West Noble High School|181290002058|West Noble High School|41.425772|-85.581482
West Vigo|West Vigo High School|181209001923|West Vigo High School|39.46275|-87.4888
West Washington|West Washington Junior-Senior High School|181293002063|West Washington Jr-Sr High Schoo|38.583895|-86.234382
Western Boone|Western Boone Junior-Senior High School|181299002066|Western Boone Jr-Sr High School|40.056423|-86.612961
Western|Western High School|180447000756|Western High School|40.437664|-86.24197
Westfield|Westfield High School|181308002075|Westfield High School|40.05179|-86.130163
Westview|Westview Junior-Senior High School|181311002079|Westview Jr-Sr High School|41.617689|-85.539426
Westville|Westville Middle-High School|180747001294|Westville High School|41.542117|-86.894603
Wheeler|Wheeler High School|181170001873|Wheeler High School|41.479756|-87.179836
White River Valley|White River Valley High School|180000802302|White River Valley Jr/Sr High Sc|39.035665|-87.047115
Whiteland Community|Whiteland Community High School|180189000246|Whiteland Community High School|39.551293|-86.084117
Whiting|Whiting High School|181320002082|Whiting High School|41.68119|-87.494099
Whitko|Whitko High School|181323002089|Whitko High School|41.082844|-85.635494
Winamac Community|Winamac Community Middle School|180711001206|Winamac Community Middle School|41.045461|-86.596198
Winchester Community|Winchester Community High School|180177000242|Winchester Community High School|40.180913|-84.974842
Wood Memorial|Wood Memorial High|180294000386|Waldo J Wood Memorial High|38.329997|-87.351226
Woodlan|Woodlan Jr/Senior High School|180285000361|Woodlan Jr/Sr High School|41.12495|-84.919637
Yorktown|Yorktown High School|180723001217|Yorktown High School|40.183035|-85.493836
Zionsville|Zionsville Community High School|180283000341|Zionsville Community High School|39.961129|-86.274024
